H,sigma_ruido,semilla,t0,mode,mase_acumulado,lambda_elegida,lambda_relativa,mae_validacion,lambda_traza_legacy,n_inner_train,n_validacion
5,0.0,0,980,ssrc,0.04278527964021549,0.023164860367525568,0.0001,0.022096894948048652,23.164860367525566,400.0,100.0
5,0.0,0,980,naive,1.3929371867724154,,,,,,
5,0.0,0,1040,ols,1.1426867026936562,,,,,,
5,0.0,0,1040,ridge,0.5349291421203328,0.09435697884374315,0.0001,0.07311593109028224,94.35697884374315,400.0,100.0
5,0.0,0,1040,nnls,6.3191591355927335,,,,,,
5,0.0,0,1040,ssrc,0.3490696561159774,0.02331603343175571,0.0001,0.019864071795608125,23.316033431755713,400.0,100.0
5,0.0,0,1040,naive,6.874955301336388,,,,,,
5,0.0,0,1100,ols,0.9890237400044232,,,,,,
5,0.0,0,1100,ridge,0.9938822440222933,0.10199812204826036,0.0001,0.06915216508381809,101.99812204826037,400.0,100.0
5,0.0,0,1100,nnls,3.6404125293602956,,,,,,
5,0.0,0,1100,ssrc,0.3214856201661007,2.336031083823785e-06,1e-08,0.021573300244794754,23.36031083823785,400.0,100.0
5,0.0,0,1100,naive,3.6822833993086137,,,,,,
5,0.0,0,1160,ols,2.006678828151864,,,,,,
5,0.0,0,1160,ridge,1.8271663557173599,0.10104105537412918,0.0001,0.07006810990992034,101.04105537412917,400.0,100.0
5,0.0,0,1160,nnls,2.1973409760113465,,,,,,
5,0.0,0,1160,ssrc,0.3374419652397985,0.023148218516984353,0.0001,0.023933411391174785,23.148218516984354,400.0,100.0
5,0.0,0,1160,naive,2.2609336684610195,,,,,,
5,0.0,0,1220,ols,1.297130199908209,,,,,,
5,0.0,0,1220,ridge,1.317029745583146,0.09961410122750962,0.0001,0.07301780651027162,99.61410122750962,400.0,100.0
5,0.0,0,1220,nnls,2.221187696402413,,,,,,
5,0.0,0,1220,ssrc,0.13338953710072182,0.022558665513307933,0.0001,0.030004413288910944,22.558665513307933,400.0,100.0
5,0.0,0,1220,naive,1.6437999649330306,,,,,,
5,0.0,0,1280,ols,1.617771145911664,,,,,,
5,0.0,0,1280,ridge,1.6238861864808076,0.0010162428104800749,1e-06,0.05403050478339348,101.6242810480075,400.0,100.0
5,0.0,0,1280,nnls,3.5822245781217386,,,,,,
5,0.0,0,1280,ssrc,0.040195197568836896,0.023680152902701937,0.0001,0.032356403527702325,23.680152902701934,400.0,100.0
5,0.0,0,1280,naive,4.716104621478136,,,,,,
5,0.0,0,1340,ols,0.7418272511747976,,,,,,
5,0.0,0,1340,ridge,0.7418570218212446,1.0156797342966628e-05,1e-08,0.0522266664708406,101.56797342966628,400.0,100.0
5,0.0,0,1340,nnls,2.8983885213308205,,,,,,
5,0.0,0,1340,ssrc,0.6417229104453779,0.2397683046474187,0.001,0.03977091843948115,23.97683046474187,400.0,100.0
5,0.0,0,1340,naive,2.9333173375508355,,,,,,
5,0.0,0,1400,ols,0.775074958954602,,,,,,
5,0.0,0,1400,ridge,0.7713430260402787,0.0009671919967019067,1e-06,0.052727903872685895,96.71919967019068,400.0,100.0
5,0.0,0,1400,nnls,2.514265053557049,,,,,,
5,0.0,0,1400,ssrc,0.11498186398798901,0.23462608891044795,0.001,0.03843133907353681,23.462608891044795,400.0,100.0
5,0.0,0,1400,naive,3.1198972693859033,,,,,,
5,0.0,0,1460,ols,2.6220411807254624,,,,,,
5,0.0,0,1460,ridge,2.630724135621603,0.0009659986154780062,1e-06,0.06927691066590938,96.59986154780063,400.0,100.0
5,0.0,0,1460,nnls,5.17254338095745,,,,,,
5,0.0,0,1460,ssrc,0.19741831235333732,2.349142982421628e-06,1e-08,0.02131580776859973,23.49142982421628,400.0,100.0
5,0.0,0,1460,naive,5.585386489704395,,,,,,
5,0.0,0,1520,ols,1.5706545336965851,,,,,,
5,0.0,0,1520,ridge,1.5706429137289524,9.652702770843325e-06,1e-08,0.06958343475521024,96.52702770843325,400.0,100.0
5,0.0,0,1520,nnls,2.3086242840253304,,,,,,
5,0.0,0,1520,ssrc,0.23177008152551895,2.3411077742072346e-06,1e-08,0.02295483230581295,23.411077742072347,400.0,100.0
5,0.0,0,1520,naive,2.2418556090808863,,,,,,
5,0.0,0,1580,ols,1.1380176191377127,,,,,,
5,0.0,0,1580,ridge,1.3373392902495176,0.09570752400252269,0.0001,0.07124816754208839,95.70752400252269,400.0,100.0
5,0.0,0,1580,nnls,3.05174701446142,,,,,,
5,0.0,0,1580,ssrc,0.0394032876525242,0.023090076456310015,0.0001,0.020803412541998433,23.090076456310015,400.0,100.0
5,0.0,0,1580,naive,2.7587608269593145,,,,,,
5,0.0,0,1640,ols,3.117496511608694,,,,,,
5,0.0,0,1640,ridge,3.1863623906152068,0.09571251093164593,0.0001,0.0720395854047122,95.71251093164592,400.0,100.0
5,0.0,0,1640,nnls,3.926738389134467,,,,,,
5,0.0,0,1640,ssrc,0.35595116708657876,0.00023103899295124833,1e-06,0.017659664022274486,23.103899295124833,400.0,100.0
5,0.0,0,1640,naive,3.8027157380450043,,,,,,
5,0.0,0,1700,ols,2.950908741299612,,,,,,
5,0.0,0,1700,ridge,2.810651384881459,0.09645643841574883,0.0001,0.07446809966477462,96.45643841574883,400.0,100.0
