ubicacion,magnitud_sigma,signo,mode,mase_calma,mase_shock,delta_mase_shock_menos_calma,kappa_raw_mediana_calma,kappa_raw_mediana_shock,kappa_ratio_shock_sobre_calma,patron_shock_baja_kappa,n_ventanas_shock
10000,30,1,ridge,0.25221640879034923,0.39287613660811,0.14065972781776076,1288813.3244662178,619385.8722434737,0.4805861799264079,True,25.0
10000,30,1,ssrc,0.08751109101489565,0.35246050127109996,0.26494941025620433,1288813.3244662178,619385.8722434737,0.4805861799264079,True,25.0
15000,5,-1,naive,0.8619342561929809,0.7318447007295975,-0.1300895554633834,1287319.8353481474,4183.697983931761,0.0032499289368910457,True,25.0
15000,5,-1,nnls,0.8763702016381114,0.6413954993636977,-0.23497470227441375,1287319.8353481474,4183.697983931761,0.0032499289368910457,True,25.0
15000,5,-1,ols,0.25221402494338263,0.5345875848373446,0.28237355989396196,1287319.8353481474,4183.697983931761,0.0032499289368910457,True,25.0
15000,5,-1,ridge,0.25120577717852943,0.37322310176889806,0.12201732459036863,1287319.8353481474,4183.697983931761,0.0032499289368910457,True,25.0
15000,5,-1,ssrc,0.08875978159624015,0.15626082035221214,0.06750103875597199,1287319.8353481474,4183.697983931761,0.0032499289368910457,True,25.0
15000,5,1,naive,0.8619342561929809,0.7294723567801933,-0.13246189941278763,1287319.8353481474,5184.345466504613,0.004027239637073206,True,25.0
15000,5,1,nnls,0.8763702016381114,0.6840885887751497,-0.19228161286296175,1287319.8353481474,5184.345466504613,0.004027239637073206,True,25.0
15000,5,1,ols,0.25221402494338263,0.18870797364547978,-0.06350605129790285,1287319.8353481474,5184.345466504613,0.004027239637073206,True,25.0
15000,5,1,ridge,0.25120577717852943,0.19254175032896714,-0.05866402684956229,1287319.8353481474,5184.345466504613,0.004027239637073206,True,25.0
15000,5,1,ssrc,0.08875978159624015,0.1826074016080787,0.09384762001183855,1287319.8353481474,5184.345466504613,0.004027239637073206,True,25.0
15000,10,-1,naive,0.8619342561929809,0.6747762099839602,-0.18715804620902077,1287319.8353481474,12929.078740112294,0.010043408316330112,True,25.0
15000,10,-1,nnls,0.8763702016381114,0.6419603179558048,-0.23440988368230664,1287319.8353481474,12929.078740112294,0.010043408316330112,True,25.0
15000,10,-1,ols,0.25221402494338263,0.47843590024160115,0.22622187529821852,1287319.8353481474,12929.078740112294,0.010043408316330112,True,25.0
15000,10,-1,ridge,0.25120577717852943,0.44851715885807086,0.19731138167954143,1287319.8353481474,12929.078740112294,0.010043408316330112,True,25.0
15000,10,-1,ssrc,0.08875978159624015,0.20555719676932296,0.11679741517308281,1287319.8353481474,12929.078740112294,0.010043408316330112,True,25.0
15000,10,1,naive,0.8619342561929809,0.6727589163961513,-0.18917533979682966,1287319.8353481474,12959.692317942468,0.010067189180253408,True,25.0
15000,10,1,nnls,0.8763702016381114,0.716953381529369,-0.15941682010874236,1287319.8353481474,12959.692317942468,0.010067189180253408,True,25.0
15000,10,1,ols,0.25221402494338263,0.2997676362377013,0.047553611294318676,1287319.8353481474,12959.692317942468,0.010067189180253408,True,25.0
15000,10,1,ridge,0.25120577717852943,0.2775289934582822,0.02632321627975276,1287319.8353481474,12959.692317942468,0.010067189180253408,True,25.0
